"artifactName","packageName","typeName","sumEffectiveLinesOfMethodCode","maxEffectiveLinesOfMethodCode","methodWithMaxEffectiveLinesOfMethodCode","maxCyclomaticComplexity","methodWithMaxCyclomaticComplexity","Source Cypher File: Overview/Effective_lines_of_method_code_per_type.cypher"
"axon-messaging-4.9.3","org.axonframework.messaging.annotation","AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver",4,1,"matches",1,"matches",""
"axon-messaging-4.9.3","org.axonframework.messaging.annotation","MessageIdentifierParameterResolverFactory$MessageIdentifierParameterResolver",4,1,"matches",1,"matches",""
"axon-messaging-4.9.3","org.axonframework.messaging.annotation","UnsupportedHandlerException",4,3,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.messaging.annotation","SourceIdParameterResolverFactory",4,3,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.messaging.deadletter","Ignore",4,1,"enqueueCause",1,"enqueueCause",""
"axon-messaging-4.9.3","org.axonframework.messaging.deadletter","DoNotEnqueue",4,1,"toString",1,"toString",""
"axon-messaging-4.9.3","org.axonframework.messaging.deadletter","DeadLetterQueueOverflowException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","SubscriptionQueryUpdateMessage",4,1,"andMetaData",1,"andMetaData",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","QueryResponseMessage",4,1,"andMetaData",1,"andMetaData",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","QueryBus",4,1,"subscriptionQuery",2,"streamingQuery",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","StreamingQueryMessage",4,1,"andMetaData",1,"andMetaData",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","SubscriptionQueryMessage",4,1,"andMetaData",1,"andMetaData",""
"axon-messaging-4.9.3","org.axonframework.serialization","SerializationException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.serialization","FixedValueRevisionResolver",4,3,"<init>",1,"revisionOf",""
"axon-messaging-4.9.3","org.axonframework.serialization","CannotConvertBetweenTypesException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.serialization.upcasting.event","EventUpcasterChain",4,2,"<init>",1,"<init>",""
"axon-configuration-4.9.3","org.axonframework.config","EventProcessingModule$InstanceToTypeProcessingGroupSelectorAdapter",4,2,"<init>",1,"lambda$new$0",""
"axon-configuration-4.9.3","org.axonframework.config","EventProcessingConfigurer$DeadLetteringInvokerConfiguration",4,1,"lambda$andThen$0",1,"lambda$andThen$0",""
"axon-configuration-4.9.3","org.axonframework.config","ConfigurationResourceInjector",4,3,"<init>",1,"findResource",""
"axon-configuration-4.9.3","org.axonframework.config","EventProcessingConfigurer$PooledStreamingProcessorConfiguration",4,1,"lambda$andThen$0",1,"lambda$andThen$0",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","CommandHandlingEntry$RepeatingCommandHandler",4,1,"<init>",1,"<init>",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing","EventSourcedAggregate$IgnoreApplyMore",4,1,"andThenApply",1,"andThenApply",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing","NoSnapshotTriggerDefinition$NoSnapshotTrigger",4,1,"initializationFinished",1,"initializationFinished",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing","IncompatibleAggregateException",4,2,"<init>",1,"<init>",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore","EventStoreException",4,2,"<init>",1,"<init>",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jdbc","MySqlEventTableFactory",4,1,"<clinit>",1,"<clinit>",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jdbc","JdbcSQLErrorCodesResolver",4,2,"causeIsEntityExistsException",4,"causeIsEntityExistsException",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jpa","DomainEventEntry",4,2,"<init>",1,"<init>",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jpa","SnapshotEventEntry",4,2,"<init>",1,"<init>",""
"axon-test-4.9.3","org.axonframework.test","FixtureExecutionException",4,2,"<init>",1,"<init>",""
"axon-test-4.9.3","org.axonframework.test.aggregate","TestExecutor",4,1,"andThenTimeAdvancesTo",1,"andThenTimeAdvancesTo",""
"axon-test-4.9.3","org.axonframework.test.matchers","NullOrVoidMatcher",4,2,"describeTo",3,"matches",""
"axon-test-4.9.3","org.axonframework.test.matchers","MatcherExecutionException",4,2,"<init>",1,"<init>",""
"axon-modelling-4.9.3","org.axonframework.modelling.command.inspection","AggregateModel",3,1,"types",1,"types",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga","MetaDataAssociationResolver",3,1,"validate",1,"validate",""
"axon-messaging-4.9.3","org.axonframework.commandhandling","CommandCallback",3,3,"wrap",2,"wrap",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.callbacks","NoOpCallback",3,1,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed","CommandMessageFilter",3,1,"or",1,"or",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.gateway","CommandGateway",3,1,"send",1,"send",""
"axon-messaging-4.9.3","org.axonframework.common","TypeReflectionUtils$VarMap$UnresolvedTypeVariableException",3,3,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.common","ListUtils",3,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.common.jdbc","ConnectionWrapperFactory$NoOpCloseHandler",3,1,"close",1,"close",""
"axon-messaging-4.9.3","org.axonframework.common.property","UniformPropertyAccessStrategy",3,1,"getterName",1,"getterName",""
"axon-messaging-4.9.3","org.axonframework.common.property","BeanPropertyAccessStrategy",3,1,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.common.transaction","NoTransactionManager$1",3,1,"rollback",1,"rollback",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","SimpleEventBus",3,2,"<init>",1,"builder",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","EventTrackerStatusChangeListener",3,1,"lambda$noOp$0",1,"lambda$noOp$0",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.async","FullConcurrencyPolicy",3,1,"getSequenceIdentifierFor",1,"getSequenceIdentifierFor",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.async","SequentialPolicy",3,1,"<clinit>",1,"<clinit>",""
"axon-messaging-4.9.3","org.axonframework.messaging","MessageHandler",3,1,"getTargetType",1,"getTargetType",""
"axon-messaging-4.9.3","org.axonframework.messaging.annotation","NoMoreInterceptors",3,1,"handle",1,"handle",""
"axon-messaging-4.9.3","org.axonframework.serialization","AnnotationRevisionResolver",3,2,"revisionOf",2,"revisionOf",""
"axon-messaging-4.9.3","org.axonframework.serialization","SerialVersionUIDRevisionResolver",3,2,"revisionOf",2,"revisionOf",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing","MultiStreamableMessageSource",3,2,"<init>",1,"<init>",""
"axon-test-4.9.3","org.axonframework.test.aggregate","AggregateTestFixture$DefaultRepositoryProvider",3,1,"<init>",1,"<init>",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","AggregateInvocationException",2,2,"<init>",1,"<init>",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","IdentifierMissingException",2,2,"<init>",1,"<init>",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","ForwardToAll",2,1,"<init>",1,"<init>",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","ForwardNone",2,1,"<init>",1,"<init>",""
"axon-modelling-4.9.3","org.axonframework.modelling.command.inspection","AggregateModellingException",2,2,"<init>",1,"<init>",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga","EndSagaMessageHandlerDefinition",2,1,"<init>",2,"wrapHandler",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga","SagaInstantiationException",2,2,"<init>",1,"<init>",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga","SagaExecutionException",2,2,"<init>",1,"<init>",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository","SagaCreationException",2,2,"<init>",1,"<init>",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.jpa","SerializedSaga",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.commandhandling","CommandMessage",2,1,"withMetaData",1,"withMetaData",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed","CommandBusConnector",2,1,"initiateShutdown",1,"initiateShutdown",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed","ConsistentHashChangeListener",2,1,"noOp",1,"noOp",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.gateway","AxonNonTransientExceptionClassesPredicate",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.common","Registration",2,2,"close",1,"close",""
"axon-messaging-4.9.3","org.axonframework.common","DefaultIdentifierFactory",2,1,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.common.jdbc","JdbcException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.common.property","PropertyAccessException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.common.lock","Lock",2,2,"close",1,"close",""
"axon-messaging-4.9.3","org.axonframework.common.lock","DeadlockException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.deadline.dbscheduler","DeadlineManagerNotSuppliedException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","EventMessage",2,1,"withMetaData",1,"withMetaData",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","GenericDomainEventEntry",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","EventBus",2,2,"publish",1,"publish",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","EventProcessingException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","TransactionMethodExecutionException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jpa","NoJpaConverterFoundException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.gateway","EventGateway",2,2,"publish",1,"publish",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.replay","ResetContext",2,1,"andMetaData",1,"andMetaData",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling.dbscheduler","EventSchedulerNotSuppliedException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore","UnableToRetrieveIdentifierException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.lifecycle","Phase",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.messaging","Message",2,1,"serializeMetaData",1,"serializeMetaData",""
"axon-messaging-4.9.3","org.axonframework.messaging","EventPublicationFailedException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.messaging","ExecutionException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.messaging.annotation","ScopeDescriptorParameterResolverFactory",2,1,"<init>",2,"createInstance",""
"axon-messaging-4.9.3","org.axonframework.messaging.annotation","MessageHandlerInvocationException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.messaging.deadletter","NoSuchDeadLetterException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.messaging.deadletter","DeadLetterParameterResolverFactory",2,1,"<init>",2,"createInstance",""
"axon-messaging-4.9.3","org.axonframework.messaging.deadletter","SequencedDeadLetterProcessor",2,1,"lambda$processAny$0",1,"lambda$processAny$0",""
"axon-messaging-4.9.3","org.axonframework.messaging.deadletter","WrongDeadLetterTypeException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.messaging.unitofwork","RollbackConfigurationType$4",2,1,"rollBackOn",1,"rollBackOn",""
"axon-messaging-4.9.3","org.axonframework.messaging.unitofwork","RollbackConfigurationType$3",2,1,"<init>",3,"rollBackOn",""
"axon-messaging-4.9.3","org.axonframework.messaging.unitofwork","RollbackConfigurationType$2",2,1,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.messaging.unitofwork","RollbackConfigurationType$1",2,1,"rollBackOn",1,"rollBackOn",""
"axon-messaging-4.9.3","org.axonframework.monitoring","MessageMonitor",2,1,"lambda$onMessagesIngested$0",1,"lambda$onMessagesIngested$0",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","CompletedEmitterException",2,2,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.serialization","SerializedType",2,1,"emptyType",1,"emptyType",""
"axon-messaging-4.9.3","org.axonframework.serialization.upcasting.event","IntermediateEventRepresentation",2,1,"upcastPayload",1,"upcastPayload",""
"axon-messaging-4.9.3","org.axonframework.tracing","SpanFactory",2,1,"createLinkedHandlerSpan",1,"createLinkedHandlerSpan",""
"axon-messaging-4.9.3","org.axonframework.tracing.attributes","PayloadTypeSpanAttributesProvider",2,1,"provideForMessage",1,"provideForMessage",""
"axon-messaging-4.9.3","org.axonframework.tracing.attributes","MessageIdSpanAttributesProvider",2,1,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.tracing.attributes","MessageTypeSpanAttributesProvider",2,1,"provideForMessage",1,"provideForMessage",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","AggregateBlacklistedException",2,2,"<init>",1,"<init>",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore","DomainEventStream$1",2,1,"getLastSequenceNumber",1,"getLastSequenceNumber",""
"axon-test-4.9.3","org.axonframework.test","FixtureResourceParameterResolverFactory",2,1,"<init>",1,"<init>",""
"axon-test-4.9.3","org.axonframework.test.aggregate","StubAggregateLifecycleRule",2,1,"apply",1,"apply",""
"axon-test-4.9.3","org.axonframework.test.saga","FixtureConfiguration",2,1,"suppressExceptionInGivenPhase",2,"registerEventHandlerInterceptor",""
"axon-test-4.9.3","org.axonframework.test.utils","AutowiredResourceInjector",2,2,"<init>",1,"<init>",""
"axon-test-4.9.3","org.axonframework.test.utils","DefaultCallbackBehavior",2,1,"<init>",1,"<init>",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","AggregateAnnotationCommandHandler$1",1,1,"<clinit>",4,"<clinit>",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","Aggregate",1,1,"identifierAsString",1,"identifierAsString",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","ForwardingMode",1,1,"initialize",1,"initialize",""
"axon-modelling-4.9.3","org.axonframework.modelling.command","LockAwareAggregate$LockSupplier",1,1,"acquire",1,"acquire",""
"axon-modelling-4.9.3","org.axonframework.modelling.command.inspection","AggregateMetaModelFactory",1,1,"createModel",1,"createModel",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.metamodel","SagaMetaModelFactory",1,1,"chainedInterceptor",1,"chainedInterceptor",""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.metamodel","SagaModel",1,1,"hasHandlerMethod",2,"hasHandlerMethod",""
"axon-messaging-4.9.3","org.axonframework.common.caching","EhCache3Adapter$1",1,1,"<clinit>",6,"<clinit>",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","EventProcessor",1,1,"shutdownAsync",1,"shutdownAsync",""
"axon-messaging-4.9.3","org.axonframework.eventhandling","TrackingToken",1,1,"position",1,"position",""
"axon-messaging-4.9.3","org.axonframework.messaging","MessageDispatchInterceptor",1,1,"handle",1,"handle",""
"axon-messaging-4.9.3","org.axonframework.messaging.annotation","ParameterResolver",1,1,"supportedPayloadType",1,"supportedPayloadType",""
"axon-messaging-4.9.3","org.axonframework.messaging.annotation","MessageInterceptingMember",1,1,"priority",1,"priority",""
"axon-messaging-4.9.3","org.axonframework.messaging.deadletter","EnqueueDecision",1,1,"withDiagnostics",1,"withDiagnostics",""
"axon-messaging-4.9.3","org.axonframework.messaging.deadletter","DeadLetter",1,1,"withDiagnostics",1,"withDiagnostics",""
"axon-messaging-4.9.3","org.axonframework.serialization.upcasting.event","SingleEventUpcaster",1,1,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.serialization.upcasting.event","ContextAwareEventMultiUpcaster",1,1,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.serialization.upcasting.event","EventMultiUpcaster",1,1,"<init>",1,"<init>",""
"axon-messaging-4.9.3","org.axonframework.serialization.upcasting.event","ContextAwareSingleEventUpcaster",1,1,"<init>",1,"<init>",""
"axon-configuration-4.9.3","org.axonframework.config","ConfigurerModule",1,1,"order",1,"order",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing","MultiStreamableMessageSource$Builder",1,1,"<init>",1,"<init>",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing","SnapshotTriggerDefinition",1,1,"reconfigure",1,"reconfigure",""
"axon-test-4.9.3","org.axonframework.test.aggregate","ResultValidator",1,1,"expectNoEvents",1,"expectNoEvents",""
